name,when,town,country,styles,teachers,description,url,date-from,date-to,lat,lng,latlng
Edinburgh Lindy Exchange,15th Sep 2023 - 17th Sep 2023,Edinburgh,United Kingdom,"Balboa, Blues, Charleston, Lindy Hop, Shag",,"Edinburgh Lindy Exchange is an extravaganza of live music and dancing with a whole community of people who find joy in Lindy Hop and other forms of swing dancing. It takes place in Edinburgh over 3 days, all over the city. We have different venues, bands, DJs, and swing dances, all with the opportunity to meet other dancers from all over the world. Tickets are limited and always in demand so make sure you register early to avoid disappointment. There are no lessons included in this weekend but there is a lot of music for social dancing so we hope you can join us.",https://www.edinburghlindyexchange.co.uk/,2023-09-15,2023-09-17,55.9533456,-3.1883749,"55.9533456,-3.1883749"
shaKe that laKe,15th Sep 2023 - 17th Sep 2023,Geneva,Switzerland,"Blues, Charleston, Jazz, Lindy Hop",,"Great music; great dancers; genuine people looking for a sense of community, respect, pride and empowerment around jazz dances. Join us!",https://shakethatlake.ch/,2023-09-15,2023-09-17,46.2017559,6.1466014,"46.2017559,6.1466014"
Sicily Dance Camp,21st Sep 2023 - 24th Sep 2023,Catania,Italy,"Balboa, Blues, Boogie Woogie, Charleston, Jazz, Lindy Hop, Shag",,Catania hosts the Sicily Dance Camp and brings to Sicily the very best of the International Swing scene. Many guests expected for this edition and the European community of Swing is thrilled to the idea of spending four days surrounded by the Sicilian culture to the tune of the American music and the dance from the 30s and the 40s. Sicily Dance Camp is a unique event that merges together the music and the Jazz dance within a context which is deeply vintage. Sicily Dance Camp is an appointment where the energy coming from different cultures and generations meet together and share this timeless long weekend experience surrounded by the unique background of Catania. Many live concerts and parties but also many training sessions. Sicily Dance camp will also give the chance of taking a dance workshop: various classes will be held not only for the experienced dancers but also for those who start being keen on this discipline.,http://www.sicilydancecamp.it,2023-09-21,2023-09-24,37.5023612,15.0873718,"37.5023612,15.0873718"
Belta Blues - Autumn Edition,22nd Sep 2023 - 24th Sep 2023,Newcastle-upon-Tyne,United Kingdom,Blues,Tristan Brightman Ryan O'Shaughnessy and Anna Price Alain Andrieux and Zoe Enstone,"Join us for a weekend of blues and fusion dancing. Sign up for the full weekend, or just for the parties. There will be three nights of parties, with live music from Stef Rosen (www.slidinwolf.com) and Beat Root Jam, as well as a host of great DJs.",https://www.facebook.com/events/499287155132817,2023-09-22,2023-09-24,54.9738474,-1.6131572,"54.9738474,-1.6131572"
Augsburg Balboa & Shag Festival,22nd Sep 2023 - 24th Sep 2023,Augsburg,Germany,"Balboa, Shag",,Balboa and shag weekender in Augsburg.,http://www.augsburgbalboa.com,2023-09-22,2023-09-24,48.3668041,10.8986971,"48.3668041,10.8986971"
Little Big Swing Camp,28th Sep 2023 - 2nd Oct 2023,São Pedro do Sul,Portugal,"Jazz, Lindy Hop",,"Our little big Lindy Hop retreat has everything you need to have a good time. 5 sunny days to dance and get to know each other, with all the comfort of a lovely hotel in a beautiful thermal town in Portugal. The space will be exclusively ours from September 28th till October 2nd!:
7.5 hours of Lindy Hop classes (some with live music) 
1.5 hours of Solo Jazz
7 great teachers from all over Europe 
5 parties with amazing local and international Swing Bands¸ All in 1 affordable, all-included pack (classes, parties, activities, hotel, and food) In a charming hotel, exclusive for Lindy Hoppers, surrounded by nature 
With time to relax and enjoy the sun, 
And water activities!",http://www.lbswing.com,2023-09-28,2023-09-02,40.83280485,-8.102540611782324,"40.83280485,-8.102540611782324"
Calpe Swing Fiesta,28th Sep 2023 - 7th Oct 2023,Calpe,Spain,"Jazz, Lindy Hop",Hasse & Marie Mattsson Nils Nygardh & Jessica Lennartsson Simone & Bic Graham Ryan Francois Trisha Sewell,"Calpe Swing Fiesta is known for it's fun, inclusive atmosphere with the passion of Lindy Hop bringing everyone together. The main weekend has a full schedule of Lindy Hop classes, pool parties with evening dances in the stunning ballroom with live music from the amazing Gordon Webster and his band. If you choose to stay a few extra days, or for the full additional week, there are daily classes plus fun activities which take us dancing around the local area.",https://www.calpeswingfiesta.co.uk/,2023-09-28,2023-09-07,38.6443252,0.046012,"38.6443252,0.046012"
Belgrade Swingin Exchange,29th Sep 2023 - 1st Oct 2023,Belgrade,Serbia And Montenegro,"Jazz, Lindy Hop",,"Second edition of the Belgrade Swingin' Exchange! The BSX is a lindy hoppers' city break in Belgrade, Serbia. A long weekend of dancing, jamming, bluesing, jumping, not sleeping, eating, drinking, relaxing, exploring and having entirely too much fun!",https://www.belgradeswing.com/,2023-09-29,2023-09-01,44.819389,20.287765105685885,"44.819389,20.287765105685885"
Oslo Balboa Weekend,6th Oct 2023 - 8th Oct 2023,Oslo,Norway,Balboa,TBC,"Start planning your cosy balboaweekend in Oslo, October 2023! More information to come.",http://www.oslobalboaweekend.com,2023-10-06,2023-10-08,59.9133301,10.7389701,"59.9133301,10.7389701"
Swing ‘n’ Milan,14th Oct 2023 - 14th Oct 2023,Milan,Italy,Lindy Hop,Bianca Locatelli and Nils Andren Henric and Joanna Stillman Katja Završnik and Peter Loggins,"Swing 'n' Milan is a festival dedicated to Swing music and dance, for special people who gather together for a three-days intensive, immersive and incredible experience! We are delighted to welcome people from all over the world for a three nights festival offering top level concerts, entertainment and vintage culture, in the legendary venue Spirit de Milan.",https://www.swingnmilan.it/en/home_ing/,2023-10-14,2023-10-14,45.4641943,9.1896346,"45.4641943,9.1896346"
Copenhagen Balboa Weekend,27th Oct 2023 - 29th Oct 2023,Copenhagen,Denmark,Balboa,Solen le Bihan & Laurent Wallet & more teachers to be announced,"Wonderful Copenhagen - fantastic venue with the very best dancefloors, a unique cosy atmosphere, live bands for the evening parties and tea dance and exquisite international teachers and DJ's joining us - what is not to like? See you on the dance floor!",http://www.balboaswing.dk,2023-10-27,2023-10-29,55.6867243,12.5700724,"55.6867243,12.5700724"
Mojo Swing Tropical Fest,2nd Nov 2023 - 5th Nov 2023,Gran Canaria,Spain,"Jazz, Lindy Hop",,"If you like small, eminently social events, where the important thing is fun and enjoyment, then you have found what you were looking for. Parties, classes, swing pool, mojitos... Come to dance under the tropical sun of Gran Canaria!",https://mojoswingcanarias.com/en/eventos/mojo-swing-tropical-fest-2023/,2023-11-02,2023-11-05,27.9580004,-15.6062305376665,"27.9580004,-15.6062305376665"
Savoy Jazz Jam,4th Nov 2023 - 5th Nov 2023,Watford,United Kingdom,"Charleston, Jazz, Lindy Hop",Chester Whitmore (USA) Joseph Sewell (UK) Charlotte Middlemiss (UK) More TBA!,"The weekend will explore the history of African American dance, from the plantation, tap to today's jazz, with an array of incredible, inspirational and innovative concepts to expand and improve your vocabulary of jazz movement. Saturday night party at Harlem Nights Band Night will be full of incredible live music, DJ's, performances and more plus will allow you to practice your solo jazz and incorporate it into your Lindy Hop.",http://www.jiveswing.com/booking,2023-11-04,2023-11-05,51.6553875,-0.3957425,"51.6553875,-0.3957425"
Rocky Balberna,10th Nov 2023 - 12th Nov 2023,bERN,Switzerland,Balboa,,Preliminary date for the 2023 Edition of Rocky Balberna. The Balboa Festival in Bern.,rockybalberna.com/t-en,2023-11-10,2023-11-12,46.9482713,7.4514512,"46.9482713,7.4514512"
VI Jam and Marmalade,10th Nov 2023 - 12th Nov 2023,Seville,Spain,"Charleston, Jazz, Lindy Hop",Maria Ferrer and Aurelien Darbellay,"Since 2017, the Jam & Marmalade festival gathers dancers from all around the world to enjoy dancing swing, charleston, jazz, tap, blues and balboa on the streets of Seville. We're so excited to bring another edition full of surprises, with awesome teachers, bands and parties. Come and dance with us in this beautiful spot in Spain! You can't miss it!",https://jamandmarmalade.swingandsouth.com/,2023-11-10,2023-11-12,37.3886303,-5.9953403,"37.3886303,-5.9953403"
Jump Up The Boogie Train,24th Nov 2023 - 26th Nov 2023,De Rijp,Netherlands,Boogie Woogie,Jessica Kaiser and Markus Kakuska from Austria others follow,Fifth edition. Markus and Jessica will join us again in 2023. More details follow later,http://www.jumpuptheboogietrain.com/,2023-11-24,2023-11-26,52.5549246,4.8441501,"52.5549246,4.8441501"
Lindy Autonomous Zone,24th Nov 2023 - 28th Nov 2023,New Orleans,United States,"Balboa, Blues, Charleston, Jazz, Lindy Hop, Shag",,"Lindy Autonomous Zone 2023 will include endless live jazz, classes, comps, beignets, and more. See you there.",http://www.lindyautonomouszone.com,2023-11-24,2023-11-28,29.9759983,-90.0782127,"29.9759983,-90.0782127"
Swinging Undermoon,6th Dec 2023 - 11th Dec 2023,Valencia,Spain,"Jazz, Lindy Hop",,"Swinging Undermoon is back! We are excited! Save the dates :D December 6, 7, 8, 9, & 10, 2023! 5 days, 5 neverending parties, classes with the best teachers and everything in the sunny city of Valencia. Come and have fun with us!",http://www.swingingundermoon.com,2023-12-06,2023-12-11,39.4697065,-0.3763353,"39.4697065,-0.3763353"
Blues Fever Festival,7th Dec 2023 - 10th Dec 2023,Vienna,Austria,Blues,,"We are motivated more than ever to have you back for our 2023 edition. our vision for blues fever is to have a weekend full of social dancing, high-level classes, panel talks about blues, master classes, and competitions. for this to happen, we will have 8 amazing teachers, 5 parties, 6 live bands, and lots of #blueslove",https://www.bluesfever.eu,2023-12-07,2023-12-10,48.2083537,16.3725042,"48.2083537,16.3725042"
